DateTime,EndDateTime,DeviceId,Aggregation,AppName,AppPublisher
"6/1/2023 12:00:00 AM +00:00","6/1/2023 11:59:59 PM +00:00",,Daily,OneDrive,Microsoft Corporation
"6/1/2023 12:00:00 AM +00:00","6/1/2023 11:59:59 PM +00:00",,Daily,Bing,Microsoft Corporation
"5/31/2023 12:00:00 AM +00:00","5/31/2023 11:59:59 PM +00:00",,Daily,MSN Web,Microsoft Corporation
"5/31/2023 12:00:00 AM +00:00","5/31/2023 11:59:59 PM +00:00",,Daily,Microsoft Cortana and Windows Search,Microsoft Corporation
"5/31/2023 12:00:00 AM +00:00","5/31/2023 11:59:59 PM +00:00",,Daily,Microsoft Edge,Microsoft Corporation
"5/31/2023 12:00:00 AM +00:00","5/31/2023 11:59:59 PM +00:00",,Daily,OneDrive,Microsoft Corporation
"5/31/2023 12:00:00 AM +00:00","5/31/2023 11:59:59 PM +00:00",,Daily,Bing,Microsoft Corporation
"5/30/2023 12:00:00 AM +00:00","5/30/2023 11:59:59 PM +00:00",,Daily,Microsoft Cortana and Windows Search,Microsoft Corporation
"5/29/2023 12:00:00 AM +00:00","5/29/2023 11:59:59 PM +00:00",,Daily,Microsoft Cortana and Windows Search,Microsoft Corporation
"5/27/2023 12:00:00 AM +00:00","5/27/2023 11:59:59 PM +00:00",,Daily,Microsoft Edge,Microsoft Corporation
"5/27/2023 12:00:00 AM +00:00","5/27/2023 11:59:59 PM +00:00",,Daily,Bing,Microsoft Corporation
"5/27/2023 12:00:00 AM +00:00","5/27/2023 11:59:59 PM +00:00",,Daily,OneDrive,Microsoft Corporation
"5/27/2023 12:00:00 AM +00:00","5/27/2023 11:59:59 PM +00:00",,Daily,MSN Web,Microsoft Corporation
"5/26/2023 12:00:00 AM +00:00","5/26/2023 11:59:59 PM +00:00",,Daily,Microsoft Edge,Microsoft Corporation
"5/26/2023 12:00:00 AM +00:00","5/26/2023 11:59:59 PM +00:00",,Daily,Microsoft Cortana and Windows Search,Microsoft Corporation
"5/26/2023 12:00:00 AM +00:00","5/26/2023 11:59:59 PM +00:00",,Daily,Windows Push Notification Services,Microsoft Corporation
"5/26/2023 12:00:00 AM +00:00","5/26/2023 11:59:59 PM +00:00",,Daily,Bing,Microsoft Corporation
"5/26/2023 12:00:00 AM +00:00","5/26/2023 11:59:59 PM +00:00",,Daily,OneDrive,Microsoft Corporation
"5/26/2023 12:00:00 AM +00:00","5/26/2023 11:59:59 PM +00:00",,Daily,MSN Web,Microsoft Corporation
"5/25/2023 12:00:00 AM +00:00","5/25/2023 11:59:59 PM +00:00",,Daily,Microsoft Cortana and Windows Search,Microsoft Corporation
"5/24/2023 12:00:00 AM +00:00","5/24/2023 11:59:59 PM +00:00",,Daily,Microsoft Edge,Microsoft Corporation
"5/24/2023 12:00:00 AM +00:00","5/24/2023 11:59:59 PM +00:00",,Daily,OneDrive,Microsoft Corporation
"5/24/2023 12:00:00 AM +00:00","5/24/2023 11:59:59 PM +00:00",,Daily,MSN Web,Microsoft Corporation
"5/24/2023 12:00:00 AM +00:00","5/24/2023 11:59:59 PM +00:00",,Daily,Bing,Microsoft Corporation
"5/23/2023 12:00:00 AM +00:00","5/23/2023 11:59:59 PM +00:00",,Daily,Microsoft Edge,Microsoft Corporation
"5/23/2023 12:00:00 AM +00:00","5/23/2023 11:59:59 PM +00:00",,Daily,Windows Push Notification Services,Microsoft Corporation
"5/23/2023 12:00:00 AM +00:00","5/23/2023 11:59:59 PM +00:00",,Daily,OneDrive,Microsoft Corporation
"5/23/2023 12:00:00 AM +00:00","5/23/2023 11:59:59 PM +00:00",,Daily,MSN Web,Microsoft Corporation
"5/23/2023 12:00:00 AM +00:00","5/23/2023 11:59:59 PM +00:00",,Daily,Bing,Microsoft Corporation
"5/22/2023 12:00:00 AM +00:00","5/22/2023 11:59:59 PM +00:00",,Daily,Microsoft Cortana and Windows Search,Microsoft Corporation
"5/21/2023 12:00:00 AM +00:00","5/21/2023 11:59:59 PM +00:00",,Daily,Microsoft Cortana and Windows Search,Microsoft Corporation
"3/28/2022 12:00:00 AM +00:00","3/28/2022 11:59:59 PM +00:00",,Daily,Minecraft for PlayStation,Microsoft Studios
